Loan_ID,Gender,Married,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Dependents_0,Dependents_1,Dependents_2,Dependents_3+,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban,feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,Loan_Status
LP001050,0.0,1.0,0.0,0.0,0.04154320987654321,0.04600763193894449,0.16,0.75,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.20732887374311076,0.27300265051117,0.08035714285714286,0.6370692919348732,0.36293070806512684,0.07511160714285714,0.04552550251415399,0.05677655677655678,0
LP001052,0.0,1.0,1.0,0.0,0.04588888888888889,0.07019943840449276,0.21571428571428572,0.75,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2222891364716116,0.21710328214393257,0.05960264900662252,0.559620596205962,0.44037940379403795,0.06153973509933775,0.05152281477210476,0.035489896417048736,0
LP001066,0.0,1.0,1.0,1.0,0.1180246913580247,0.0,0.27285714285714285,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.19535099953509996,0.15083682008368202,0.04712041884816754,1.0,0.0,0.12513089005235603,0.0,0.02268760907504363,1
LP001068,0.0,1.0,1.0,0.0,0.034555555555555555,0.05407156742746058,0.1742857142857143,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.23612210785607457,0.2854315122723674,0.07377049180327869,0.5540380047505938,0.44596199524940616,0.05735655737704918,0.0491192830430555,0.050021017234131986,1
LP001073,0.0,1.0,0.0,0.0,0.05217283950617284,0.024959800321597427,0.15714285714285714,0.75,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.20424526311347427,0.2738321306494493,0.08181818181818182,0.802506646410938,0.1974933535890619,0.09604545454545456,0.025147297068566686,0.05827505827505828,1
LP001086,0.0,0.0,0.0,0.0,0.017802469135802468,0.0,0.05,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2373247033441208,1.0,0.2571428571428572,1.0,0.0,0.10300000000000001,0.0,0.2380952380952381,0
LP001087,1.0,0.0,1.0,0.0,0.046296296296296294,0.049991600067199465,0.17142857142857143,0.75,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2011543516772387,0.24721412652151553,0.075,0.6428938796502657,0.35710612034973427,0.078125,0.046169873215710616,0.05128205128205128,1
LP001091,0.0,1.0,1.0,0.0,0.0514320987654321,0.08085535315717474,0.28714285714285714,0.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2608272506082725,0.1913735899137359,0.04477611940298508,0.5528865295288653,0.4471134704711347,0.051815920398009946,0.04458159596555744,0.020283199387677,0
LP001095,0.0,0.0,1.0,0.0,0.03909876543209877,0.0,0.10571428571428572,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2284671788934498,0.45532049257972845,0.12162162162162163,1.0,0.0,0.10699324324324325,0.0,0.0990990990990991,0
LP001097,0.0,0.0,1.0,1.0,0.05792592592592593,0.0,0.15142857142857144,0.75,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.22089608790376053,0.3073316283034953,0.0849056603773585,1.0,0.0,0.11066037735849056,0.0,0.06144170295113692,0
LP001098,0.0,1.0,1.0,0.0,0.043209876543209874,0.04000767993856049,0.16285714285714287,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.21572801754725499,0.27907876911167023,0.07894736842105263,0.6773756531836655,0.32262434681633445,0.07675438596491228,0.03889389223568719,0.0553306342780027,1
LP001100,0.0,0.0,1.0,0.0,0.15432098765432098,0.07199942400460796,0.45714285714285713,0.75,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.20186379928315412,0.09303225806451614,0.028125,0.8064516129032258,0.1935483870967742,0.09765625,0.024935721251884035,0.003205128205128205,0
LP001106,0.0,1.0,1.0,0.0,0.02808641975308642,0.04960760313917489,0.15714285714285714,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.24770970878755308,0.3321050207277752,0.08181818181818182,0.5239520958083832,0.47604790419161674,0.05170454545454546,0.04998025292377629,0.05827505827505828,1
LP001109,0.0,1.0,1.0,0.0,0.0225679012345679,0.03191974464204286,0.14285714285714285,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.30961930898599677,0.4566181127295757,0.09,0.5788473717542748,0.42115262824572514,0.045700000000000005,0.03537547654933949,0.06666666666666667,0
LP001112,1.0,1.0,1.0,0.0,0.045271604938271606,0.03501571987424101,0.2057142857142857,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.27467811158798283,0.2813109637143972,0.0625,0.7153726102223956,0.2846273897776044,0.06366319444444445,0.026949049856665783,0.038461538461538464,1
LP001114,0.0,0.0,1.0,0.0,0.0514320987654321,0.17303861569107448,0.26285714285714284,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.15814971089232693,0.1267580872011252,0.04891304347826087,0.3662095639943741,0.6337904360056259,0.056603260869565214,0.10422408708758485,0.02452619843924192,1
LP001116,0.0,0.0,0.0,0.0,0.04627160493827161,0.04003167974656203,0.15714285714285714,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.19858854423108485,0.26624815361890697,0.08181818181818182,0.6920236336779911,0.30797636632200887,0.08518181818181818,0.04033239568304734,0.05827505827505828,1
LP001119,0.0,0.0,1.0,0.0,0.044444444444444446,0.0,0.11428571428571428,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.21728395061728395,0.40055555555555555,0.1125,1.0,0.0,0.1125,0.0,0.08974358974358974,0
LP001120,0.0,0.0,1.0,0.0,0.022222222222222223,0.029111767105863152,0.06714285714285714,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.15252424678246118,0.4785927646863591,0.19148936170212766,0.5974112180550946,0.4025887819449054,0.09574468085106384,0.06864574156830713,0.17075831969448993,1
LP001123,0.0,1.0,1.0,0.0,0.02962962962962963,0.0,0.10714285714285714,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3055555555555555,0.6008333333333333,0.12,1.0,0.0,0.08,0.0,0.09743589743589744,1
LP001131,0.0,1.0,1.0,0.0,0.04865432098765432,0.056063551491588065,0.19142857142857142,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.20873382542969923,0.22972757686793055,0.06716417910447761,0.6278476979448782,0.3721523020551219,0.07352611940298508,0.04636803569703571,0.04324531190202832,1
LP001136,0.0,1.0,0.0,1.0,0.057962962962962966,0.0,0.13714285714285715,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.19992900248491302,0.30713525026624067,0.09375,1.0,0.0,0.122265625,0.0,0.07051282051282051,1
LP001137,1.0,0.0,1.0,0.0,0.04209876543209876,0.0,0.12571428571428572,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2523297491039426,0.42287390029325517,0.10227272727272727,1.0,0.0,0.096875,0.0,0.07925407925407925,1
LP001138,0.0,1.0,1.0,0.0,0.06974074074074074,0.0,0.06285714285714286,0.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.07615900552703526,0.2552664188351921,0.20454545454545453,1.0,0.0,0.32096590909090905,0.0,0.18414918414918416,1
LP001144,0.0,1.0,1.0,0.0,0.07186419753086419,0.0,0.2057142857142857,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.24188283800034355,0.24772375880432915,0.0625,1.0,0.0,0.10105902777777778,0.0,0.038461538461538464,1
LP001146,1.0,1.0,1.0,0.0,0.03265432098765432,0.0825593395252838,0.17142857142857143,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.19282388386743357,0.2369761709120789,0.075,0.43467543138866066,0.5653245686113394,0.05510416666666667,0.07624789431687207,0.05128205128205128,0
LP001151,1.0,0.0,1.0,0.0,0.04938271604938271,0.05459956320349437,0.2057142857142857,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.22438247011952192,0.229800796812749,0.0625,0.6374501992031872,0.36254980079681276,0.06944444444444445,0.04202130803558235,0.038461538461538464,1
LP001155,1.0,1.0,0.0,0.0,0.02380246913580247,0.039455684354525164,0.14285714285714285,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2737339803409232,0.40369540873460247,0.09,0.5397536394176932,0.46024636058230683,0.0482,0.04372728078730385,0.06666666666666667,1
LP001157,1.0,0.0,1.0,0.0,0.038098765432098766,0.0,0.17142857142857143,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3802117087923957,0.46727154893065453,0.075,1.0,0.0,0.06429166666666666,0.0,0.05128205128205128,1
LP001164,1.0,0.0,1.0,0.0,0.052222222222222225,0.0,0.16,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2588915156291043,0.3408983451536643,0.08035714285714286,1.0,0.0,0.09441964285714287,0.0,0.05677655677655678,0
LP001179,0.0,1.0,1.0,0.0,0.05698765432098765,0.0,0.19142857142857142,0.75,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.28384363566339305,0.3123916811091854,0.06716417910447761,1.0,0.0,0.08611940298507463,0.0,0.04324531190202832,0
LP001186,1.0,1.0,1.0,1.0,0.1419753086419753,0.0,0.4085714285714286,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.24316908212560387,0.1253913043478261,0.03146853146853147,1.0,0.0,0.10052447552447552,0.0,0.006634391249775866,0
LP001194,0.0,1.0,1.0,0.0,0.0334320987654321,0.0280077759377925,0.13857142857142857,0.75,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.24475985663082436,0.37212903225806454,0.09278350515463918,0.6988387096774193,0.30116129032258065,0.0697938144329897,0.03199998537561365,0.06952154374834787,1
LP001195,0.0,1.0,1.0,0.0,0.026320987654320987,0.038183694530443756,0.13714285714285715,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25212642134479357,0.3873220521085146,0.09375,0.5726564598442117,0.42734354015578835,0.05552083333333333,0.04408081390194167,0.07051282051282051,1
LP001197,0.0,1.0,1.0,0.0,0.041555555555555554,0.05279957760337917,0.19285714285714287,0.75,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.23715415019762845,0.2590729428674093,0.06666666666666667,0.6047430830039525,0.3952569169960474,0.06233333333333333,0.04334505620080583,0.042735042735042736,0
LP001198,0.0,1.0,1.0,0.0,0.09975308641975308,0.05399956800345597,0.2571428571428571,0.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.17037754114230397,0.13959341723136498,0.05,0.782187802516941,0.21781219748305905,0.11222222222222221,0.03324762833584538,0.02564102564102564,1
LP001199,0.0,1.0,0.0,0.0,0.041444444444444443,0.06861545107639139,0.2057142857142857,0.75,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2265122265122265,0.231981981981982,0.0625,0.540057915057915,0.45994208494208494,0.05828125,0.05280831634010108,0.038461538461538464,1
LP001205,0.0,1.0,1.0,0.0,0.030864197530864196,0.09110327117383062,0.17142857142857143,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1863617111393477,0.22903430749682338,0.075,0.3970775095298602,0.6029224904701398,0.05208333333333333,0.08413866477524604,0.05128205128205128,1
LP001206,0.0,1.0,1.0,0.0,0.03739506172839506,0.0,0.14142857142857143,0.75,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.31957741828986463,0.4760647078243645,0.09090909090909091,1.0,0.0,0.07648989898989898,0.0,0.0675990675990676,1
LP001207,0.0,1.0,0.0,1.0,0.03220987654320988,0.08277533779729762,0.2357142857142857,0.375,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.26631451524155386,0.11901617695609112,0.02727272727272727,0.4306701881809178,0.5693298118190822,0.039530303030303034,0.05559809460864519,0.002331002331002331,0
LP001213,0.0,1.0,1.0,0.0,0.061049382716049386,0.0,0.17857142857142858,0.75,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.24716324008538365,0.2916076845298281,0.072,1.0,0.0,0.0989,0.0,0.0482051282051282,0
LP001222,1.0,0.0,1.0,0.0,0.0514320987654321,0.0,0.1657142857142857,0.75,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.27225689443644313,0.3461353816610658,0.07758620689655173,1.0,0.0,0.08978448275862069,0.0,0.053934571175950484,0
LP001225,0.0,1.0,1.0,0.0,0.07069135802469136,0.11027911776705786,0.36857142857142855,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2444207602622485,0.13971514388140685,0.03488372093023256,0.554791202402868,0.44520879759713206,0.055484496124031,0.04737142703975489,0.010137149672033392,0
LP001228,0.0,0.0,0.0,0.0,0.03950617283950617,0.05409556723546212,0.18,0.375,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22588925559222586,0.13219655298863217,0.03571428571428571,0.5867253392005867,0.4132746607994133,0.06349206349206349,0.047581050329520945,0.010989010989010988,0
LP001233,0.0,1.0,1.0,0.0,0.13271604938271606,0.0,0.44571428571428573,0.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2837829457364341,0.13413953488372093,0.028846153846153844,1.0,0.0,0.08613782051282051,0.0,0.0039447731755424065,1
LP001238,0.0,1.0,0.0,1.0,0.08765432098765433,0.0,0.17857142857142858,0.125,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.17214397496087636,0.03384976525821596,0.012,1.0,0.0,0.142,0.0,-0.013333333333333334,1
LP001241,1.0,0.0,1.0,0.0,0.05308641975308642,0.0,0.19428571428571428,0.75,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.309250645994832,0.3353488372093023,0.0661764705882353,1.0,0.0,0.07904411764705882,0.0,0.04223227752639517,0
LP001243,0.0,1.0,1.0,0.0,0.03960493827160494,0.07358341133270933,0.24571428571428572,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2680551128112492,0.22983742429072362,0.05232558139534884,0.5113165444692381,0.48868345553076187,0.04662790697674419,0.04741266440823346,0.02802623732856291,1
LP001245,0.0,1.0,0.0,1.0,0.023148148148148147,0.044999640002879975,0.13857142857142857,0.75,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2529185185185185,0.38453333333333334,0.09278350515463918,0.5,0.5,0.04832474226804123,0.05141385825130728,0.06952154374834787,1
LP001248,0.0,0.0,1.0,0.0,0.043209876543209874,0.0,0.11571428571428571,0.625,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.22628571428571426,0.3433333333333333,0.09259259259259259,1.0,0.0,0.10802469135802469,0.0,0.06932573599240266,1
LP001250,0.0,1.0,0.0,0.0,0.0587037037037037,0.0,0.1357142857142857,0.75,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.19534992405654866,0.3032597266035752,0.09473684210526315,1.0,0.0,0.12513157894736843,0.0,0.07152496626180836,0
LP001253,0.0,1.0,1.0,1.0,0.06501234567901235,0.042575659394724845,0.2671428571428571,0.75,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2597222222222222,0.20482954545454546,0.0481283422459893,0.7480113636363637,0.2519886363636364,0.07040106951871658,0.02523263857445549,0.023721376662553133,1
LP001255,0.0,0.0,1.0,0.0,0.046296296296296294,0.0,0.16142857142857142,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.29463703703703703,0.5127111111111111,0.10619469026548674,1.0,0.0,0.08296460176991151,0.0,0.0832766054004992,0
LP001256,0.0,0.0,1.0,0.0,0.046296296296296294,0.11399908800729594,0.25142857142857145,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.20245751633986928,0.1696470588235294,0.05113636363636363,0.4411764705882353,0.5588235294117647,0.053267045454545456,0.07178465208875706,0.026806526806526804,0
LP001259,0.0,1.0,1.0,1.0,0.012345679012345678,0.07252741978064176,0.15714285714285714,0.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.26741808939720424,0.3585280954748881,0.08181818181818182,0.2486325211337643,0.7513674788662357,0.022727272727272728,0.07307224205885435,0.05827505827505828,0
LP001263,0.0,1.0,1.0,0.0,0.03909876543209877,0.09599923200614395,0.2571428571428571,0.625,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.24556997348960513,0.167666620157202,0.04166666666666667,0.44188642388726107,0.5581135761127389,0.043986111111111115,0.05910689481928067,0.017094017094017092,0
LP001264,0.0,1.0,0.0,1.0,0.04114814814814815,0.05198358413132695,0.18571428571428572,0.75,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.23115313895455739,0.2622294962720495,0.06923076923076923,0.6061102018548827,0.3938897981451173,0.06409615384615384,0.044316531061809904,0.04536489151873767,1
LP001265,1.0,0.0,1.0,0.0,0.04748148148148148,0.0,0.15857142857142856,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.28219795458485003,0.374934997399896,0.08108108108108109,1.0,0.0,0.08662162162162161,0.0,0.057519057519057525,1
LP001266,0.0,1.0,1.0,1.0,0.0295679012345679,0.0,0.06571428571428571,0.75,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1877986546045001,0.6020876826722338,0.1956521739130435,1.0,0.0,0.13016304347826088,0.0,0.1750278706800446,1
LP001267,1.0,1.0,1.0,0.0,0.017012345679012345,0.04514363885088919,0.23857142857142857,0.75,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5010398554430465,0.4424670144216017,0.05389221556886228,0.42282908867750846,0.5771709113224915,0.02062874251497006,0.029958701269329417,0.02963304160908951,0
LP001273,0.0,1.0,1.0,0.0,0.07407407407407407,0.05399956800345597,0.37857142857142856,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.31407407407407406,0.1747878787878788,0.033962264150943396,0.7272727272727273,0.2727272727272727,0.056603773584905655,0.02258329471868743,0.00919206579583938,0
LP001275,0.0,1.0,1.0,0.0,0.049234567901234566,0.0,0.07142857142857142,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.12258999219881868,0.2410565028418589,0.12,1.0,0.0,0.19940000000000002,0.0,0.09743589743589744,1
LP001279,0.0,0.0,1.0,0.0,0.029209876543209876,0.06074351405188758,0.19428571428571428,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.27154947473509855,0.2944659995915867,0.0661764705882353,0.48315295078619563,0.5168470492138044,0.04349264705882353,0.049499851363543915,0.04223227752639517,1
LP001280,0.0,1.0,0.0,0.0,0.04114814814814815,0.047999616003071975,0.14142857142857143,0.75,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.1815113444590287,0.2703918994937184,0.09090909090909091,0.6249765610350647,0.3750234389649353,0.08416666666666667,0.053733540744800606,0.0675990675990676,1
LP001282,0.0,1.0,1.0,0.0,0.030864197530864196,0.05083159334725322,0.14857142857142858,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.22020114527693566,0.31225638804677347,0.08653846153846154,0.5413598960589,0.45864010394110005,0.06009615384615385,0.05416805908870809,0.0631163708086785,1
LP001289,0.0,0.0,1.0,0.0,0.10575308641975309,0.0,0.3,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.23970737022336366,0.16833994863413496,0.04285714285714286,1.0,0.0,0.10197619047619048,0.0,0.018315018315018316,1
LP001310,0.0,1.0,1.0,0.0,0.07030864197530864,0.10000719994240045,0.25,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1735054868293562,0.14621780571892112,0.05142857142857142,0.5774690732103022,0.42253092678969784,0.08135714285714286,0.06333388218307094,0.027106227106227107,1
LP001316,0.0,1.0,1.0,0.0,0.03651851851851852,0.06959944320445437,0.18714285714285714,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.21865634839346004,0.24615909866848754,0.06870229007633588,0.504950495049505,0.49504950495049505,0.056450381679389317,0.05888129598409258,0.04482286161675474,1
LP001318,0.0,1.0,1.0,0.0,0.07716049382716049,0.13569491444068446,0.26857142857142857,0.375,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.1544205495818399,0.06056787634408602,0.023936170212765957,0.5250336021505376,0.4749663978494624,0.08311170212765956,0.07999237898334884,-0.0010911074740861974,1
